city,lat,lng,state
Sārangpur (Madhya Pradesh),23.57,76.47,Madhya Pradesh
Sandūr (Karnātaka),15.1,76.55,Karnātaka
Kanigiri (Andhra Pradesh),15.4,79.5167,Andhra Pradesh
Jaito (Punjab),30.4509,74.8829,Punjab
Phulbāni (Odisha),20.47,84.23,Odisha
Morsi (Mahārāshtra),21.318,78.0095,Mahārāshtra
Lahār (Madhya Pradesh),26.194,78.9414,Madhya Pradesh
Pilibangan (Rājasthān),29.4888,74.0748,Rājasthān
Gajendragarh (Karnātaka),15.7363,75.9698,Karnātaka
Jāle (Bihār),26.38,85.72,Bihār
Paravūr Tekkumbhāgam (Kerala),8.811,76.669,Kerala
Vettūr (Kerala),8.7178,76.7444,Kerala
Chunār (Uttar Pradesh),25.13,82.9,Uttar Pradesh
Ratia (Haryāna),29.6833,75.575,Haryāna
Kadiyam (Andhra Pradesh),16.9167,81.8333,Andhra Pradesh
Bahādurganj (Bihār),26.2617,87.8244,Bihār
Jagdīspur (Bihār),25.4674,84.4204,Bihār
Sitalkuchi (West Bengal),26.1697,89.1914,West Bengal
Pujali (West Bengal),22.4601,88.134,West Bengal
Rāisinghnagar (Rājasthān),29.5342,73.4477,Rājasthān
Dargot (Himāchal Pradesh),31.2411,76.9358,Himāchal Pradesh
Soriyankuppam (Tamil Nādu),11.787,79.731,Tamil Nādu
Mūrtikuppam (Tamil Nādu),11.7902,79.7873,Tamil Nādu
Manamedu (Tamil Nādu),11.812,79.6839,Tamil Nādu
Seliyamedur (Puducherry),11.8249,79.7532,Puducherry
Kuruvinattam (Tamil Nādu),11.7965,79.7328,Tamil Nādu
Aranganūr (Tamil Nādu),11.8316,79.7492,Tamil Nādu
Parikkalpattu (Tamil Nādu),11.7928,79.7516,Tamil Nādu
Karaiyāmputtur (Tamil Nādu),11.8194,79.6498,Tamil Nādu
Panaiyadikuppam (Tamil Nādu),11.8435,79.6518,Tamil Nādu
Nakodar (Punjab),31.1275,75.4781,Punjab
Lūnāvāda (Gujarāt),23.1333,73.6167,Gujarāt
Dālkola (West Bengal),25.8767,87.8414,West Bengal
Bindki (Uttar Pradesh),26.03,80.6,Uttar Pradesh
Kānkuria (West Bengal),24.6523,87.9604,West Bengal
Vavur (Kerala),11.2167,75.9083,Kerala
Musiri (Tamil Nādu),10.9333,78.45,Tamil Nādu
Pāthri (Mahārāshtra),19.25,76.45,Mahārāshtra
Kesavapuram (Tamil Nādu),8.4212,76.9996,Tamil Nādu
Mahē (Kerala),11.7011,75.5367,Kerala
Tuensang (Nāgāland),26.2716,94.8314,Nāgāland
Mulavana (Kerala),8.9936,76.6765,Kerala
Manoli (Karnātaka),15.78,75.12,Karnātaka
Lakshmeshwar (Karnātaka),15.13,75.47,Karnātaka
Zīra (Punjab),30.97,74.99,Punjab
Kāramadai (Tamil Nādu),11.2428,76.9617,Tamil Nādu
Robertsganj (Uttar Pradesh),24.7,83.07,Uttar Pradesh
Thāna Bhawan (Uttar Pradesh),29.5833,77.4167,Uttar Pradesh
Hojāi (Assam),26.0,92.87,Assam
Kadungutt (Kerala),11.0333,76.1,Kerala
Kidangazhi (Kerala),11.0333,76.1,Kerala
Nemmara (Kerala),10.5934,76.6006,Kerala
Punārakh (Bihār),25.493,85.8054,Bihār
Patāmundai (Odisha),20.57,86.57,Odisha
Kodaikānal (Tamil Nādu),10.23,77.48,Tamil Nādu
Chelora (Kerala),11.8892,75.4293,Kerala
Ichchāpuram (Andhra Pradesh),19.12,84.7,Andhra Pradesh
Pūrna (Mahārāshtra),19.18,77.05,Mahārāshtra
Maur (Punjab),30.0833,75.25,Punjab
Nargund (Karnātaka),15.72,75.38,Karnātaka
Parappur (Kerala),11.0335,76.0001,Kerala
Kotma (Madhya Pradesh),23.2038,81.979,Madhya Pradesh
Nellāya (Kerala),10.8729,76.289,Kerala
Bālarāmpuram (Kerala),8.3833,77.0833,Kerala
Dīnhāta (West Bengal),26.13,89.47,West Bengal
Dighwāra (Bihār),25.7443,85.01,Bihār
Garhākota (Madhya Pradesh),23.7791,79.1432,Madhya Pradesh
Vempalle (Andhra Pradesh),14.3667,78.4667,Andhra Pradesh
Wai (Mahārāshtra),17.95,73.89,Mahārāshtra
Mālpura (Rājasthān),26.28,75.38,Rājasthān
Bramhapuri (Mahārāshtra),20.6068,79.8644,Mahārāshtra
Pihānī (Uttar Pradesh),27.6199,80.2034,Uttar Pradesh
Shirdi (Mahārāshtra),19.77,74.48,Mahārāshtra
Nīm ka Thāna (Rājasthān),27.735,75.7797,Rājasthān
Taloda (Mahārāshtra),21.5607,74.22,Mahārāshtra
Naduvattam (Kerala),11.0583,75.8569,Kerala
Chekkal (Tamil Nādu),8.3653,77.1075,Tamil Nādu
Tarikere (Karnātaka),13.7104,75.8122,Karnātaka
Mokokchūng (Nāgāland),26.32,94.5,Nāgāland
Majhaul (Bihār),25.557,86.128,Bihār
Partūr (Mahārāshtra),19.5911,76.2161,Mahārāshtra
Jalārpet (Tamil Nādu),12.5703,78.5732,Tamil Nādu
Tirkadavūr (Kerala),8.9206,76.5948,Kerala
Huzūrnagar (Andhra Pradesh),16.9,79.8833,Andhra Pradesh
Pantnagar (Uttarākhand),28.97,79.41,Uttarākhand
Tammampatti (Tamil Nādu),11.4381,78.4836,Tamil Nādu
Kāttipparutti (Kerala),10.8833,76.05,Kerala
Kalakkādu (Tamil Nādu),8.5138,77.5494,Tamil Nādu
Khair (Uttar Pradesh),27.95,77.83,Uttar Pradesh
Kharagpur (Bihār),25.1245,86.5558,Bihār
Mahna (Punjab),30.228,74.9937,Punjab
Shiggaon (Karnātaka),14.991,75.223,Karnātaka
Hole Narsipur (Karnātaka),12.7863,76.2433,Karnātaka
Chītāpur (Karnātaka),17.1201,77.0869,Karnātaka
Medchal (Andhra Pradesh),17.6297,78.4814,Andhra Pradesh
Narsampet (Andhra Pradesh),17.9285,79.8925,Andhra Pradesh
Uravakonda (Andhra Pradesh),14.95,77.27,Andhra Pradesh
Savanūr (Karnātaka),14.9731,75.3328,Karnātaka
Rafiganj (Bihār),24.82,84.65,Bihār
Aravankara (Kerala),11.0745,75.9369,Kerala
Sirohi (Rājasthān),24.885,72.8625,Rājasthān
Udhampur (Jammu and Kashmīr),32.916,75.1419,Jammu and Kashmīr
Saiha (Mizoram),22.48,92.97,Mizoram
Umarga (Mahārāshtra),17.84,76.6217,Mahārāshtra
Hamīrpur (Uttar Pradesh),25.95,80.15,Uttar Pradesh
Ulliyil (Kerala),12.0333,75.65,Kerala
Guskhara (West Bengal),23.5,87.75,West Bengal
Chakapara (West Bengal),22.63,88.35,West Bengal
Sūrandai (Tamil Nādu),8.9773,77.4206,Tamil Nādu
Usilampatti (Tamil Nādu),9.9651,77.7885,Tamil Nādu
Perunād (Kerala),8.9563,76.64,Kerala
Giddalūr (Andhra Pradesh),15.3764,78.9251,Andhra Pradesh
Pāppinisshēri (Kerala),11.95,75.35,Kerala
Tāzhakara (Kerala),9.2551,76.5539,Kerala
Pandaul (Bihār),26.2517,86.0747,Bihār
Bibhutpur (Bihār),25.6878,85.9992,Bihār
Rāwatsār (Rājasthān),29.28,74.38,Rājasthān
Pulppatta (Kerala),11.1511,76.0669,Kerala
Yellandu (Andhra Pradesh),17.6,80.33,Andhra Pradesh
Māranchēri (Kerala),10.7383,75.9736,Kerala
Wokha (Nāgāland),26.1,94.27,Nāgāland
Bāpaura (Haryāna),28.815,76.063,Haryāna
Kudachi (Karnātaka),16.48,74.78,Karnātaka
Harra (Uttar Pradesh),29.1278,77.4861,Uttar Pradesh
Mel Nāriyappanūr (Tamil Nādu),11.6495,78.8599,Tamil Nādu
Dulhanganj (Bihār),25.382,84.858,Bihār
Karumattampatti (Tamil Nādu),11.1093,77.182,Tamil Nādu
Lingsugūr (Karnātaka),16.17,76.52,Karnātaka
Kuchaiburi (Odisha),22.27,86.17,Odisha
Shīyāli (Tamil Nādu),11.2391,79.7357,Tamil Nādu
Madukkarai (Tamil Nādu),10.9057,76.9634,Tamil Nādu
Alandatte (Kerala),12.191,75.4673,Kerala
Vadigenhalli (Karnātaka),13.29,77.8,Karnātaka
Hīrākud (Odisha),21.525,83.8727,Odisha
Munnarkōd (Kerala),10.98,76.47,Kerala
Mannārakkāt (Kerala),10.98,76.47,Kerala
Āllagadda (Andhra Pradesh),15.1322,78.5138,Andhra Pradesh
Khajamahalpur (Andhra Pradesh),17.8,77.36,Andhra Pradesh
Safidon (Haryāna),29.42,76.67,Haryāna
Kolattupuzha (Kerala),8.9082,77.0555,Kerala
Dhāmnod (Madhya Pradesh),22.2093,75.4706,Madhya Pradesh
Mānāmadurai (Tamil Nādu),9.6956,78.4564,Tamil Nādu
Marutharōd (Kerala),10.7737,76.6973,Kerala
Banda (Madhya Pradesh),24.0449,78.9609,Madhya Pradesh
Paithan (Mahārāshtra),19.4751,75.3856,Mahārāshtra
Dāpoli (Mahārāshtra),17.7589,73.1856,Mahārāshtra
Kulittalai (Tamil Nādu),10.9357,78.4241,Tamil Nādu
Ankola (Karnātaka),14.6605,74.3047,Karnātaka
Madakalavāripalli (Andhra Pradesh),14.7475,79.0843,Andhra Pradesh
Zaidpur (Uttar Pradesh),26.83,81.33,Uttar Pradesh
Kita Chauhāttar (Bihār),25.677,84.872,Bihār
Degāna (Rājasthān),26.8951,74.3222,Rājasthān
Kalarūch (Jammu and Kashmīr),34.5731,74.321,Jammu and Kashmīr
Aiyappan Kōvil (Kerala),9.7158,77.0333,Kerala
Vedāranniyam (Tamil Nādu),10.3774,79.8495,Tamil Nādu
Baraidih (Bihār),25.9798,86.1434,Bihār
Badiadka (Kerala),12.5833,75.0667,Kerala
Tiruvūr (Andhra Pradesh),17.1,80.6,Andhra Pradesh
Kokrajhar (Assam),26.4,90.27,Assam
Risod (Mahārāshtra),19.97,76.78,Mahārāshtra
Almora (Uttarākhand),29.5971,79.6591,Uttarākhand
Balarāmpur (West Bengal),26.2432,89.5863,West Bengal
Titlāgarh (Odisha),20.2871,83.1466,Odisha
Wāris Alīganj (Bihār),25.01,85.63,Bihār
Rūdarpur (Uttar Pradesh),26.4293,83.6104,Uttar Pradesh
Kallidaikurichi (Tamil Nādu),8.6859,77.4659,Tamil Nādu
Annigeri (Karnātaka),15.4251,75.4335,Karnātaka
Pulgaon (Mahārāshtra),20.726,78.317,Mahārāshtra
Mulavūr (Kerala),10.0111,76.6056,Kerala
Toda Bhīm (Rājasthān),26.9167,76.8167,Rājasthān
Byādgi (Karnātaka),14.6733,75.4868,Karnātaka
Kadungapuram (Kerala),11.0167,76.0667,Kerala
Bangaon (Bihār),25.8673,86.5115,Bihār
Narsīpatnam (Andhra Pradesh),17.665,82.614,Andhra Pradesh
Nautanwa (Uttar Pradesh),27.43,83.42,Uttar Pradesh
Kaippakanchēri (Kerala),10.938,75.987,Kerala
Vemalwāda (Andhra Pradesh),18.4667,78.8833,Andhra Pradesh
Kasba (Bihār),25.8564,87.5384,Bihār
Chāvakkād (Kerala),10.582,76.041,Kerala
Manganam (Kerala),9.7958,76.45,Kerala
Chempalli (Puducherry),12.0451,75.5074,Puducherry
Dhekiajuli (Assam),26.7037,92.4781,Assam
Mangalam (Kerala),10.845,75.919,Kerala
Vettam (Kerala),10.8667,75.9,Kerala
Angamāli (Kerala),10.196,76.386,Kerala
Darsi (Andhra Pradesh),15.7667,79.6833,Andhra Pradesh
Sirīpur (Bihār),25.997,86.9599,Bihār
Madikeri (Karnātaka),12.4209,75.7397,Karnātaka
Kondapalle (Andhra Pradesh),16.6183,80.5411,Andhra Pradesh
Bāmaur (Madhya Pradesh),26.339,78.101,Madhya Pradesh
Churi (Jhārkhand),23.6549,85.0128,Jhārkhand
Kidamangalam (Kerala),10.3167,76.1333,Kerala
Hisuā (Bihār),24.8336,85.4173,Bihār
Zamānia (Uttar Pradesh),25.4194,83.5569,Uttar Pradesh
Salāya (Gujarāt),22.32,69.6,Gujarāt
Kavundappādi (Tamil Nādu),11.4248,77.5579,Tamil Nādu
Kartārpur (Punjab),31.4427,75.4985,Punjab
Borne (Bihār),25.5431,86.6999,Bihār
Shamsābād (Uttar Pradesh),27.02,78.13,Uttar Pradesh
Shikārpūr (Uttar Pradesh),28.2814,78.0108,Uttar Pradesh
Umaria (Madhya Pradesh),23.525,80.8361,Madhya Pradesh
Tekkebhāgam (Kerala),9.4361,76.5667,Kerala
Chanderi (Madhya Pradesh),24.72,78.13,Madhya Pradesh
Kareli (Madhya Pradesh),22.9153,79.0638,Madhya Pradesh
Hāngal (Karnātaka),14.7646,75.1246,Karnātaka
Turkauliyā (Bihār),26.6079,84.8296,Bihār
Elesvaram (Andhra Pradesh),17.2833,82.1,Andhra Pradesh
Fatehpur Sīkri (Uttar Pradesh),27.091,77.661,Uttar Pradesh
Patrātu (Jhārkhand),23.67,85.28,Jhārkhand
Sānchor (Rājasthān),24.7536,71.7714,Rājasthān
Lohagaon (Mahārāshtra),20.5988,77.6837,Mahārāshtra
Lohogaon (Mahārāshtra),20.6,77.6833,Mahārāshtra
Umarkot (Chhattīsgarh),19.6653,82.2063,Chhattīsgarh
Ārumuganeri (Tamil Nādu),8.5717,78.0922,Tamil Nādu
Parambil (Kerala),11.5575,75.7605,Kerala
Udaipur (Tripura),23.5389,91.4917,Tripura
Chand Chaur (Bihār),25.7276,85.7865,Bihār
Mankada (Kerala),11.0187,76.1755,Kerala
Kallūr (Kerala),8.6714,76.7944,Kerala
Vadavalli (Tamil Nādu),11.0258,76.9038,Tamil Nādu
Debagrām (West Bengal),23.6833,88.2833,West Bengal
Nānjikkottai (Tamil Nādu),10.7453,79.1289,Tamil Nādu
Vilakkudi (Kerala),9.0167,76.85,Kerala
Jamikunta (Andhra Pradesh),18.2864,79.4761,Andhra Pradesh
Tārānagar (Rājasthān),28.6689,75.0406,Rājasthān
Belhi (Bihār),26.5769,86.1723,Bihār
Shamsābād (Andhra Pradesh),17.2603,78.3969,Andhra Pradesh
Erraguntla (Andhra Pradesh),14.6333,78.5333,Andhra Pradesh
Chēmanchēri (Kerala),11.4116,75.735,Kerala
Madira (Andhra Pradesh),16.9167,80.3667,Andhra Pradesh
Mānwat (Mahārāshtra),19.3,76.5,Mahārāshtra
Chemmaruthi (Kerala),8.7597,76.7435,Kerala
Turaiyūr (Tamil Nādu),11.1497,78.5987,Tamil Nādu
Ketti (Tamil Nādu),11.4,76.7,Tamil Nādu
Chamtha (Bihār),25.5789,85.7734,Bihār
Pattanapuram (Kerala),9.0927,76.8612,Kerala
Sāsthānkotta (Kerala),9.0365,76.6239,Kerala
Manakkara (Tamil Nādu),9.0365,76.6239,Tamil Nādu
Narsinghgarh (Madhya Pradesh),23.7,77.1,Madhya Pradesh
Kalyandrug (Andhra Pradesh),14.55,77.1,Andhra Pradesh
Tattamangalam (Kerala),10.7,76.75,Kerala
Erāmala (Kerala),11.6789,75.5931,Kerala
Utraula (Uttar Pradesh),27.32,82.42,Uttar Pradesh
Kukshi (Madhya Pradesh),22.2068,74.7579,Madhya Pradesh
Mangūr (Andhra Pradesh),17.9373,80.8185,Andhra Pradesh
Kovūr (Andhra Pradesh),14.5001,79.9859,Andhra Pradesh
Munnar (Kerala),10.0892,77.0597,Kerala
Makhdumpur (Bihār),25.072,84.973,Bihār
Purāini (Bihār),25.1426,86.9797,Bihār
Tholikuzhi (Kerala),8.6526,77.0704,Kerala
Palamel (Kerala),9.1875,76.6498,Kerala
Purattūr (Kerala),10.8022,75.9225,Kerala
Alengād (Kerala),10.1,76.3,Kerala
Maur Kalān (Punjab),30.08,75.25,Punjab
Sherpur (Bihār),25.6539,84.9793,Bihār
Jhanjhārpur (Bihār),26.2647,86.2799,Bihār
Alamnagar (Bihār),25.561,86.9014,Bihār
Bagasra (Gujarāt),21.4833,70.95,Gujarāt
Kottaikuppam (Tamil Nādu),11.9613,79.8392,Tamil Nādu
Velliyōd (Kerala),11.6256,75.6294,Kerala
Singia (Bihār),25.8424,86.1622,Bihār
Tekkēkara Kizhakku (Kerala),9.2,76.5,Kerala
Sadābād (Uttar Pradesh),27.45,78.05,Uttar Pradesh
Kochugaon (Assam),26.5518,90.0762,Assam
Tuljāpur (Mahārāshtra),18.0085,76.0699,Mahārāshtra
Lālgola (West Bengal),24.42,88.25,West Bengal
Masur (Mahārāshtra),17.28,74.2,Mahārāshtra
Nautan Dube (Bihār),26.7118,84.503,Bihār
Thazhamel (Kerala),8.8667,76.6667,Kerala
Rāhatgarh (Madhya Pradesh),23.78,78.37,Madhya Pradesh
Shikārpur (Karnātaka),14.27,75.35,Karnātaka
Kurivikod (Tamil Nādu),8.3196,77.1104,Tamil Nādu
Cholavandān (Tamil Nādu),10.0167,77.9667,Tamil Nādu
Charthāwal (Uttar Pradesh),29.55,77.5833,Uttar Pradesh
Samdhin (Uttar Pradesh),27.137,79.703,Uttar Pradesh
Elūr (Kerala),10.0667,76.3,Kerala
Nauāgarhi (Bihār),25.3443,86.5358,Bihār
Deori Khās (Madhya Pradesh),23.3902,79.0163,Madhya Pradesh
Kunnatnād (Kerala),10.0179,76.401,Kerala
Kolachel (Tamil Nādu),8.1767,77.2591,Tamil Nādu
Sanha (Bihār),25.402,86.3592,Bihār
Vellanād (Kerala),8.4461,77.1971,Kerala
Sri Mādhopur (Rājasthān),27.4667,75.6,Rājasthān
Lumding (Assam),25.75,93.17,Assam
Sherpur Khurd (Uttar Pradesh),25.5565,83.8052,Uttar Pradesh
Vadakakarai (Kerala),10.1731,76.2096,Kerala
Nāspur (Andhra Pradesh),18.8604,79.4849,Andhra Pradesh
Unchagao (Mahārāshtra),16.6988,74.2749,Mahārāshtra
Podili (Andhra Pradesh),15.604,79.608,Andhra Pradesh
Shrīgonda (Mahārāshtra),18.616,74.698,Mahārāshtra
Kalliyasshēri (Kerala),11.9712,75.3616,Kerala
Bachhraon (Uttar Pradesh),28.93,78.22,Uttar Pradesh
Malaikkal (Kerala),8.8058,76.8301,Kerala
Tummapāla (Andhra Pradesh),17.7166,82.9965,Andhra Pradesh
Mushābani (Jhārkhand),22.52,86.45,Jhārkhand
Karera (Madhya Pradesh),25.4581,78.1358,Madhya Pradesh
Malakanagiri (Odisha),18.35,81.9,Odisha
Sāgwāra (Rājasthān),23.6681,74.0244,Rājasthān
Tarakeswar (West Bengal),22.89,88.02,West Bengal
Bādāmi (Karnātaka),15.92,75.6803,Karnātaka
Husainābād (Jhārkhand),24.5285,84.0,Jhārkhand
Bairi Chak (Bihār),24.6951,84.9913,Bihār
Leh (Ladākh),34.1642,77.5847,Ladākh
Pattanakkād (Kerala),9.7286,76.3189,Kerala
Sholinghur (Tamil Nādu),13.1116,79.431,Tamil Nādu
Dharampur (Haryāna),28.6,76.99,Haryāna
Mānāvadar (Gujarāt),21.5,70.13,Gujarāt
Palaiya Āyakkudi (Tamil Nādu),10.456,77.5595,Tamil Nādu
Chinnālapatti (Tamil Nādu),10.2875,77.912,Tamil Nādu
Tiruvambadi (Kerala),11.3608,76.0089,Kerala
Pattittara (Kerala),10.8119,76.0915,Kerala
Dharmadam (Kerala),11.7935,75.4709,Kerala
Mahemdāvād (Gujarāt),22.83,72.77,Gujarāt
Gadarpur (Uttarākhand),29.0437,79.2465,Uttarākhand
Ulliyeri (Kerala),11.4333,75.7833,Kerala
Tekkali (Andhra Pradesh),18.6057,84.2355,Andhra Pradesh
Pedana (Andhra Pradesh),16.2667,81.1667,Andhra Pradesh
Mattathūr (Kerala),10.3792,76.3208,Kerala
Pandua (West Bengal),23.08,88.28,West Bengal
Bābura (Bihār),25.6838,84.7825,Bihār
Bannūr (Karnātaka),12.3329,76.862,Karnātaka
Chengam (Tamil Nādu),12.3112,78.7925,Tamil Nādu
Talakkād (Kerala),10.8833,75.9333,Kerala
Devarshola (Tamil Nādu),11.5437,76.4404,Tamil Nādu
Gariadhar (Gujarāt),21.53,71.58,Gujarāt
Sankaramangalam (Kerala),8.6561,76.787,Kerala
Nāgāwaram (Andhra Pradesh),17.4875,78.6012,Andhra Pradesh
Maināguri (West Bengal),26.5658,88.8214,West Bengal
Karuvakulam (Kerala),9.7605,77.2205,Kerala
Uran (Mahārāshtra),18.89,72.95,Mahārāshtra
Karjan (Gujarāt),22.053,73.1235,Gujarāt
Mūvattupula (Kerala),9.9905,76.5789,Kerala
Manāwar (Madhya Pradesh),22.23,75.08,Madhya Pradesh
Kūttānallūr (Tamil Nādu),10.7069,79.5235,Tamil Nādu
Dhāri (Gujarāt),21.3261,71.0272,Gujarāt
Mānsa (Gujarāt),23.43,72.67,Gujarāt
Rehli (Madhya Pradesh),23.63,79.08,Madhya Pradesh
Shāhpura (Rājasthān),25.63,74.93,Rājasthān
Sallimedu (Tamil Nādu),11.1147,77.3975,Tamil Nādu
Koni (Kerala),9.241,76.8784,Kerala
Chimākurti (Andhra Pradesh),15.5149,80.0368,Andhra Pradesh
Tāramangalam (Tamil Nādu),11.6956,77.9716,Tamil Nādu
Anjad (Madhya Pradesh),22.0417,75.0552,Madhya Pradesh
Kaipram (Kerala),10.8833,76.1833,Kerala
Periyanāyakkanpālaiyam (Tamil Nādu),11.1544,76.9499,Tamil Nādu
Egra (West Bengal),21.9,87.53,West Bengal
Kanniparamba (Kerala),11.3611,76.0097,Kerala
Mussoorie (Uttarākhand),30.45,78.08,Uttarākhand
Saktī (Chhattīsgarh),22.03,82.97,Chhattīsgarh
Gumdūru (Andhra Pradesh),16.65,78.48,Andhra Pradesh
Rahīmpur (Bihār),25.4894,86.4774,Bihār
Kondarangi Kīranūr (Tamil Nādu),10.615,77.724,Tamil Nādu
Nethirimangalam (Kerala),10.8054,76.1877,Kerala
Mārgrām (West Bengal),24.1512,87.8422,West Bengal
Mahugaon (Madhya Pradesh),22.5748,75.7445,Madhya Pradesh
Ārda (Himāchal Pradesh),32.3087,76.5772,Himāchal Pradesh
Mundāhal Khurd (Haryāna),28.98,76.195,Haryāna
Masabdisa (Unknown),25.9682,93.4372,
Rānpur (Gujarāt),22.3752,71.6898,Gujarāt
Pātri (Gujarāt),23.19,71.8,Gujarāt
Edasshēri (Kerala),10.9833,75.9667,Kerala
Mundi (Madhya Pradesh),22.07,76.5,Madhya Pradesh
Padappakara (Kerala),8.9667,76.6333,Kerala
Tirwa (Uttar Pradesh),26.962,79.7923,Uttar Pradesh
Bāghmāri (Odisha),20.2206,85.5014,Odisha
Hasanparti (Andhra Pradesh),18.0681,79.5236,Andhra Pradesh
Sarpavaram (Andhra Pradesh),17.0102,82.225,Andhra Pradesh
Dhandhuka (Gujarāt),22.37,71.98,Gujarāt
Saundhonwāli (Uttarākhand),30.3331,77.9608,Uttarākhand
Pārakadavu (Kerala),10.2126,76.352,Kerala
Koratgi (Karnātaka),15.6081,76.6597,Karnātaka
Navāpur (Mahārāshtra),21.17,73.78,Mahārāshtra
Riga (Bihār),26.6553,85.442,Bihār
Birūr (Karnātaka),13.5972,75.9717,Karnātaka
Kottūru (Karnātaka),14.8262,76.2259,Karnātaka
Marhaura (Bihār),25.97,84.87,Bihār
Triprangōttūr (Kerala),11.7843,75.6559,Kerala
Pānakkudi (Tamil Nādu),8.3492,77.5672,Tamil Nādu
Ozhūr (Kerala),10.9542,75.9167,Kerala
Kodayattūr (Kerala),11.2833,75.9833,Kerala
Tiruvēgapra (Kerala),10.873,76.125,Kerala
Krishnarājpet (Karnātaka),12.6662,76.4877,Karnātaka
Talwāra (Punjab),31.9376,75.8866,Punjab
Madavur (Kerala),11.2597,75.9486,Kerala
Nattam (Tamil Nādu),10.2249,78.231,Tamil Nādu
Devarkonda (Andhra Pradesh),16.7,78.9333,Andhra Pradesh
Sursand (Bihār),26.65,85.7167,Bihār
Hosdurga (Karnātaka),13.7963,76.2841,Karnātaka
Nepānagar (Madhya Pradesh),21.4558,76.4494,Madhya Pradesh
Husnābād (Andhra Pradesh),18.1,79.3,Andhra Pradesh
Puthupalli (Kerala),9.5594,76.5722,Kerala
Jāmai (Madhya Pradesh),22.1964,78.5919,Madhya Pradesh
Kalpatta (Kerala),11.6087,76.0834,Kerala
Veliyangōd (Kerala),10.7296,75.9471,Kerala
Kollengode (Kerala),10.6139,76.6908,Kerala
Rārōtt (Kerala),11.4504,75.9306,Kerala
Lākheri (Rājasthān),25.67,76.17,Rājasthān
Chiknāyakanhalli (Karnātaka),13.4161,76.6206,Karnātaka
Maranga (Bihār),25.7592,87.4665,Bihār
Behror (Rājasthān),27.8903,76.2861,Rājasthān
Mīnād (Kerala),8.85,76.6958,Kerala
Sankaridrug (Tamil Nādu),11.4745,77.8691,Tamil Nādu
Pirakkād (Kerala),9.35,76.35,Kerala
Ibrāhīmpatnam (Andhra Pradesh),16.6056,80.3786,Andhra Pradesh
Mūdbidri (Karnātaka),12.9101,75.003,Karnātaka
Ātmakūr (Andhra Pradesh),14.6167,79.6167,Andhra Pradesh
Vadakku Valliyūr (Tamil Nādu),8.3829,77.6122,Tamil Nādu
Tirukkalikkunram (Tamil Nādu),12.6092,80.0675,Tamil Nādu
Marar (Bihār),25.5392,86.5074,Bihār
Pilachikare (Kerala),12.0855,75.2545,Kerala
Pattikonda (Andhra Pradesh),15.4,77.5167,Andhra Pradesh
Nalakadoddi (Andhra Pradesh),15.4,77.5167,Andhra Pradesh
Aralam (Kerala),11.9992,75.764,Kerala
Khunti (Jhārkhand),23.081,85.2774,Jhārkhand
Rasrā (Uttar Pradesh),25.85,83.85,Uttar Pradesh
Garaimāri (Bihār),24.0217,88.6263,Bihār
Dildārnagar (Uttar Pradesh),25.4309,83.6665,Uttar Pradesh
Maddagiri (Karnātaka),13.66,77.21,Karnātaka
Beldānga (West Bengal),23.93,88.25,West Bengal
Rāghopur (Bihār),26.1785,86.0892,Bihār
Pallijkarani (Tamil Nādu),12.9333,80.2022,Tamil Nādu
Mahendragarh (Haryāna),28.28,76.15,Haryāna
Nakrekal (Andhra Pradesh),17.1647,79.4275,Andhra Pradesh
Sānkrāil (West Bengal),22.5583,88.2278,West Bengal
Colgong (Bihār),25.2633,87.2326,Bihār
Sonāmukhi (West Bengal),23.3,87.42,West Bengal
Kālappatti (Tamil Nādu),11.0794,77.0371,Tamil Nādu
Vattalkundu (Tamil Nādu),10.163,77.758,Tamil Nādu
Uttamapālaiyam (Tamil Nādu),9.8,77.3333,Tamil Nādu
Deodrug (Karnātaka),16.4167,76.9341,Karnātaka
Vallikunnam (Kerala),9.1167,76.5333,Kerala
Vandiyūr (Tamil Nādu),9.9092,78.1609,Tamil Nādu
Ponmana (Kerala),9.0167,76.5167,Kerala
Gūdalūr (Tamil Nādu),11.1455,76.9366,Tamil Nādu
Hārij (Gujarāt),23.7,71.9,Gujarāt
Plachēri (Kerala),11.8361,76.175,Kerala
Kailāras (Madhya Pradesh),26.305,77.616,Madhya Pradesh
Kuttuparamba (Kerala),11.8278,75.5659,Kerala
Ariyalūr (Tamil Nādu),11.1372,79.0778,Tamil Nādu
Nāhan (Himāchal Pradesh),30.55,77.3,Himāchal Pradesh
Karippira (Kerala),8.95,76.7167,Kerala
Lādwa (Haryāna),29.9958,77.04,Haryāna
Gidri (Punjab),30.8461,75.8623,Punjab
Pokhrām (Bihār),25.9358,86.1974,Bihār
Kūdligi (Karnātaka),14.905,76.3853,Karnātaka
Vīrapāndi (Tamil Nādu),11.0625,77.3508,Tamil Nādu
Kodumur (Andhra Pradesh),15.6833,77.7833,Andhra Pradesh
Narsimlāpet (Andhra Pradesh),17.51,79.8044,Andhra Pradesh
Kamalāpuram (Karnātaka),15.3044,76.4765,Karnātaka
Ponmala (Kerala),11.0221,76.0432,Kerala
Landhaura (Uttarākhand),29.82,77.93,Uttarākhand
Umrat (Unknown),21.1152,72.857,
Maddūr (Karnātaka),12.5849,77.05,Karnātaka
Nongstoin (Meghālaya),25.52,91.27,Meghālaya
Rāikot (Punjab),30.65,75.6,Punjab
